id,stationery
79,"['便签纸', '胶带', '无线装订本', '毛笔']"
80,"['电脑夹', '螺旋本']"
81,['印章箱']
82,"['POP笔', '订书机', '支票夹', '笔筒', '文件套', '资料册', '铅笔', '活页本', '中性笔']"
83,"['支票夹', '分类文件夹', '荧光笔', '活页本']"
84,"['包装用品', '支票夹', '拍纸本', '资料册', '拉链袋', '胶水']"
85,['胶带']
86,"['白板笔', '荧光笔', '铅笔', '活页本', '仪尺', '便利贴']"
87,"['电脑夹', '胶棒']"
88,"['圆珠笔', '账本账册', '名片盒']"
89,"['手提金库', '便利贴']"
90,['无线装订本']
91,['手提金库']
92,"['笔筒', '票据夹']"
93,"['台座系列', '笔袋', '水彩笔', '便利贴']"
94,"['手提金库', '印章箱', '笔袋', '电脑夹', '墨水笔芯', '荧光笔', '账本账册', '名片盒']"
95,['白板笔']
96,['记号笔']
97,"['档案袋', '卡片袋', '笔筒', '美工刀', '铅笔', '仪尺', '修正带', '钉针系列', '软笔']"
98,"['证书系列', '无孔文件夹', '笔袋', '白板笔', '墨水笔芯', '资料册', '圆珠笔', '无碳复写票据', '活页本', '橡皮']"
99,"['档案袋', '中性笔', '便利贴']"
100,"['笔袋', '橡皮']"
101,"['修正液', '无线装订本']"
102,"['记号笔', '剪刀', '账本账册', '铅笔', '仪尺', '无线装订本', '资料架', '中性笔']"
103,"['胶带', '印台', '铅笔']"
104,"['便签纸', '电脑夹', '笔筒', '号码机', '仪尺', '修正带', '中性笔', '便利贴']"
105,['无线装订本']
106,"['笔筒', '铅笔']"
107,"['档案盒', '手提金库', '档案袋', '笔袋', '白板笔', '活页本']"
108,"['蜡笔', '票据装订机', '铅笔', '无线装订本', '软笔', '名片盒', '中性笔']"
109,['皮面本']
110,"['复写纸', '橡皮']"
111,"['便签纸', '票夹', '文件篮', '印台', '资料册', '圆珠笔', '图纸夹', '铅笔', '活页本', '仪尺']"
112,"['胶带', '打孔器']"
113,"['胶带', '文件柜', '支票夹', '文件套', '胶棒', '美工刀', '铅笔', '中性笔']"
114,"['手提金库', '名片盒']"
115,"['手提金库', '笔袋', '皮面本', '用友耗材']"
116,"['橡皮', '中性笔', '便利贴']"
117,"['便签纸', '支票夹', '墨水笔芯', '铅笔', '中性笔']"
118,"['文件篮', '订书机', '支票夹', '墨水笔芯', '圆珠笔', '无线装订本', '中性笔']"
119,"['水彩笔', '无线装订本', '中性笔']"
120,"['电脑夹', '书立', '文件套', '圆珠笔', '剪刀', '修正带']"
121,"['印台', '书立', '仪尺', '软笔']"
122,"['卡片袋', '文件柜', '打孔器', '钢笔']"
123,"['剪刀', '无线装订本']"
124,"['圆珠笔', '美工刀']"
125,['修正液']
126,"['笔袋', '水彩笔', '订书机', '印台', '笔筒', '分类文件夹', '钥匙管理', '修正液', '复写纸', '仪尺', '毛笔', '橡皮', '中性笔']"
128,['资料架']
129,"['台座系列', '铅笔', '仪尺']"
131,"['文件柜', '印台']"
132,"['削笔刀', '档案袋', '修正带', '中性笔', '便利贴']"
133,['胶棒']
134,"['手提金库', '无线装订本']"
135,"['会议记录本', '凭证单据']"
136,"['电脑夹', '圆珠笔', '橡皮']"
137,['无线装订本']
138,['铅笔']
139,['卡片袋']
140,['卡片袋']
141,"['印台', '文件套', '铅笔', '仪尺', '中性笔']"
142,"['卡片袋', '修正液', '圆珠笔']"
143,"['支票夹', '中性笔']"
144,['中性笔']
145,"['证书系列', '笔袋', '水彩笔', '文件套', '胶棒', '资料册', '板夹']"
146,"['印台', '铅笔']"
147,"['白板系列', '印台', '支票夹', '计算器', '圆珠笔', '复写纸', '铅笔', '台笔', '毛笔', '中性笔']"
148,"['台座系列', '白板笔', '无线装订本', '便利贴']"
149,"['胶带', '笔袋', '墨水笔芯', '荧光笔', '铅笔']"
150,['无碳复写票据']
151,"['证件卡', '印章箱', '圆珠笔', '修正带', '中性笔']"
152,"['笔袋', '文件柜', '文件篮', '账本账册', '仪尺', '板夹']"
153,['铅笔']
154,"['会议记录本', '文件柜', '记号笔', '号码机', '圆珠笔', '便利贴']"
155,"['削笔刀', '便签纸', '支票夹', '笔筒', '圆珠笔', '活页本', '台笔', '中性笔', '便利贴']"
156,"['电脑夹', '修正带']"
158,"['胶带', '铅笔', '无线装订本', '毛笔', '中性笔']"
159,"['圆珠笔', '打孔器', '橡皮', '中性笔']"
160,"['档案盒', '票据装订机', '凭证单据', '拍纸本']"
161,"['证书系列', '文件柜', '铅笔', '中性笔']"
162,"['票夹', '印台', '无线装订本']"
163,"['胶带', '橡皮']"
164,['卡片袋']
165,"['便签纸', '支票夹', '圆珠笔']"
166,"['削笔刀', '无线装订本']"
167,"['墨水笔芯', '活页本', '中性笔']"
168,"['书立', '剪刀', '中性笔']"
169,"['修正带', '胶水']"
170,['圆珠笔']
171,"['便签纸', '档案袋', '笔筒', '计算器', '圆珠笔', '橡皮', '板夹', '中性笔']"
172,['圆珠笔']
173,"['台座系列', '会议记录本', '票据夹']"
174,['便签纸']
175,"['证件卡', '印章箱', '会议记录本', '文件柜', '票据夹', '修正带', '无线装订本', '软笔']"
176,"['水彩笔', '中性笔']"
177,"['拉链袋', '中性笔']"
178,"['文件柜', '炭笔']"
179,"['电脑夹', '仪尺', '台笔']"
180,"['胶带', '文件篮', '圆珠笔', '修正带', '软笔']"
181,"['计算器', '铅笔', '中性笔']"
182,"['炭笔', '圆珠笔']"
183,"['胶带', '圆珠笔']"
184,"['便签纸', '无线装订本', '胶水']"
185,"['蜡笔', '拍纸本']"
186,"['便签纸', '证书系列', '水彩笔', '会议记录本', '订书机', '印台', '财务计算器', '螺旋本', '笔筒', '计算器', '圆珠笔', '复写纸', '活页本', '钉针系列', '台笔', '毛笔', '橡皮', '软笔', '名片盒', '板夹', '中性笔', '便利贴']"
187,"['卡片袋', '铅笔']"
188,"['证件卡', '水彩笔', '会议记录本', '钢笔', '修正带', '资料架']"
189,"['印台', '文件套', '修正带', '报刊架', '橡皮', '中性笔']"
190,['圆珠笔']
192,['资料架']
193,"['会议记录本', '白板笔', '拉链袋', '修正带']"
194,"['印台', '铅笔']"
195,['无线装订本']
196,"['档案盒', '手提金库', '档案袋', '文件柜', '活页本', '报刊架', '中性笔']"
197,['卡片袋']
198,"['档案盒', '拍纸本', '复写纸', '账本账册']"
199,"['笔袋', '印台', '文件套', '毛笔', '用友耗材']"
200,"['便签纸', '仪尺']"
201,['卡片袋']
202,['CD包/册']
203,"['会议记录本', '铅笔']"
204,['卡片袋']
205,"['胶带', '胶棒', '中性笔']"
206,"['票夹', '铅笔']"
207,"['文件篮', '圆珠笔', '账本账册', '活页本', '中性笔']"
208,"['笔袋', '剪刀']"
209,['起钉器']
210,"['剪刀', '铅笔', '无线装订本']"
211,"['胶带', '证书系列', '钥匙管理', '无线装订本', '便利贴']"
212,"['电脑夹', '包装用品', '修正带', '毛笔']"
213,"['圆珠笔', '仪尺', '修正带', '无线装订本', '便利贴']"
214,"['削笔刀', '无线装订本', '用友耗材', '中性笔']"
215,"['档案盒', '文件套', '账本账册', '铅笔', '仪尺', '中性笔']"
216,['削笔刀']
217,"['削笔刀', '资料架']"
218,"['胶带', '笔筒']"
219,['胶棒']
221,"['胶棒', '仪尺', '修正带', '无线装订本']"
222,['胶棒']
223,"['档案盒', '削笔刀', '台座系列', '笔袋', '台历架', '分类文件夹', '圆珠笔', '铅笔', '仪尺', '名片盒', '中性笔']"
224,"['修正液', '胶棒']"
225,['胶水']
226,"['卡片袋', '铅笔', '仪尺', '修正带', '钉针系列', '无线装订本']"
227,"['便签纸', '证件卡', '会议记录本', '公事包']"
228,"['白板系列', '票据装订机', '印台', '公事包', '资料册', '荧光笔', '橡皮']"
229,"['卡片袋', '炭笔', '铅笔']"
230,['卡片袋']
231,"['手提金库', '胶带', '圆珠笔', '活页本', '修正带', '橡皮']"
232,"['削笔刀', '胶带', '档案袋', '台座系列', '笔袋', '水彩笔', '会议记录本', '文件柜', '公事包', '圆珠笔', '铅笔']"
233,"['胶带', '切纸刀', '中性笔']"
234,"['档案盒', '削笔刀', '报告夹', '铅笔', '仪尺', '钉针系列']"
235,"['证书系列', '会议记录本', '印台', '书立', '铅笔', '活页本', '票据夹', '仪尺', '钉针系列']"
236,"['证书系列', '公事包', '圆珠笔', '铅笔']"
237,"['削笔刀', '白板笔', '图纸夹', '活页本']"
238,"['拍纸本', '圆珠笔', '铅笔', '活页本', '钉针系列', '中性笔']"
239,"['文件套', '钢笔', '名片盒', '中性笔']"
240,"['有孔文件夹', 'POP笔', '笔袋', '会议记录本', '文件柜', '胶带座', '钥匙管理', '号码机', '铅笔', '拉链袋', '毛笔', '名片盒', '中性笔', '便利贴']"
241,"['蜡笔', '笔袋', '会议记录本', '文件套', '胶棒', '剪刀', '毛笔']"
242,"['便签纸', '胶带', '修正液', '号码机', '圆珠笔', '美工刀', '无线装订本', '中性笔']"
243,"['笔袋', '铅笔', '中性笔']"
244,"['钥匙管理', '号码机', '资料册', '仪尺']"
245,"['档案盒', '便签纸', '胶带', '证书系列', '印台', '胶带座', '记号笔', '墨水笔芯', '活页本', '中性笔']"
246,"['胶带', '分类文件夹', '胶棒', '铅笔']"
247,"['印章箱', '水彩笔', '铅笔', '无线装订本']"
248,"['档案盒', '文件篮', '支票夹']"
249,"['圆珠笔', '账本账册', '铅笔', '修正带', '无线装订本', '名片盒']"
250,"['削笔刀', '中性笔']"
251,"['铅笔', '无线装订本']"
252,"['胶带', '会议记录本', '钥匙管理', '复写纸', '铅笔', '仪尺', '钉针系列', '中性笔', '便利贴']"
253,['炭笔']
254,['专用印章']
255,"['笔筒', '圆珠笔', '复写纸']"
256,"['圆珠笔', '活页本', '便利贴']"
257,['无线装订本']
258,['无线装订本']
259,"['胶带', '印章箱', '笔袋', '胶棒', '圆珠笔', '铅笔', '仪尺', '无线装订本', '橡皮', '中性笔', '便利贴']"
260,"['白板笔', '活页本', '中性笔']"
261,"['手提金库', '圆珠笔', '剪刀', '账本账册', '活页本', '资料架']"
262,['账本账册']
263,['印章箱']
264,['笔筒']
265,"['电脑夹', '图纸夹']"
266,['胶带']
267,"['证书系列', '印台', '文件套', '铅笔', '仪尺', '名片盒']"
268,"['订书机', '钥匙管理', '号码机', '荧光笔', '圆珠笔', '复写纸', '无线装订本', '毛笔', '橡皮', '中性笔']"
269,['卡片袋']
270,['活页本']
271,"['手提金库', '笔袋', '公事包', '活页本', '无线装订本', '中性笔']"
272,"['胶带', '印台', '笔筒', '钥匙管理', '铅笔']"
273,"['文件套', '橡皮']"
274,"['台座系列', '凭证单据', '拍纸本', '钥匙管理', '活页本', '橡皮', '名片盒', '中性笔']"
275,"['白板系列', '档案袋', '笔袋', '水彩笔', '订书机', '文件套', '圆珠笔', '复写纸', '活页本', '软笔', '中性笔']"
276,"['胶带', '会议记录本', '笔筒', '墨水笔芯', '文件套', '圆珠笔', '剪刀', '铅笔', '钢笔', '中性笔', '便利贴']"
277,"['无孔文件夹', '文件柜', '圆珠笔', '无碳复写票据', '复写纸', '铅笔', '无线装订本', '软笔', '名片盒', '中性笔', '便利贴']"
278,"['无孔文件夹', '笔袋', '财务计算器', '铅笔', '活页本', '橡皮', '中性笔']"
279,"['笔袋', '印台', '荧光笔', '圆珠笔', '铅笔', '无线装订本', '毛笔', '中性笔']"
280,['卡片袋']
281,"['剪刀', '复写纸']"
282,"['胶带', '档案袋', '会议记录本', '订书机', '修正液', '切纸刀', '打孔器', '图纸夹', '中性笔', '便利贴']"
283,['无碳复写票据']
284,"['笔袋', '橡皮']"
285,"['档案袋', '起钉器', '铅笔', '仪尺', '中性笔', '便利贴']"
286,"['螺旋本', '笔筒', '剪刀', '软笔', '中性笔']"
287,['卡片袋']
288,"['笔袋', '毛笔']"
290,"['笔袋', '圆珠笔', '铅笔', '票据夹', '修正带']"
291,['仪尺']
292,"['胶带', '卡片袋', '无孔文件夹', '号码机', '胶棒', '资料册', '圆珠笔', '中性笔']"
293,"['凭证单据', '墨水笔芯', '文件套', '圆珠笔', '活页本', '名片盒', '中性笔', '便利贴']"
294,"['文件柜', '资料册', '圆珠笔', '账本账册', '仪尺', '无线装订本', '便利贴']"
295,"['档案盒', '手提金库', '活页本', '名片盒', '中性笔']"
296,"['胶带', '笔袋', '打孔器', '便利贴']"
297,"['电脑夹', '用友耗材']"
298,['蜡笔']
299,['胶棒']
300,"['档案盒', '笔袋', '圆珠笔', '便利贴']"
301,"['铅笔', '仪尺']"
302,"['档案盒', '卡片袋', '会议记录本', '文件柜', '印台', '钥匙管理', '切纸刀', '号码机', '图纸夹', '铅笔', '活页本', '台笔', '便利贴']"
303,['卡片袋']
304,['便签纸']
305,"['票夹', '印章箱', '胶棒', '荧光笔', '无线装订本']"
306,"['蜡笔', '水彩笔', '打孔器', '橡皮', '板夹']"
307,"['胶带', '胶水']"
308,"['档案盒', '无碳复写票据', '剪刀', '板夹']"
309,"['蜡笔', '无孔文件夹', '活页本', '仪尺', '橡皮', '中性笔', '便利贴']"
311,"['无孔文件夹', '书立', '修正带', '中性笔']"
312,"['档案袋', '相册', '笔袋', '剪刀', '账本账册', '毛笔']"
313,['炭笔']
314,"['便签纸', '分类文件夹', '公事包']"
315,"['档案袋', '圆珠笔', '便利贴']"
316,"['胶带', '证件卡']"
317,"['票据夹', '无线装订本', '橡皮']"
319,"['卡片袋', '笔袋', '电脑夹', '文件篮', '仪尺', '无线装订本', '便利贴']"
320,"['记号笔', '活页本']"
321,"['档案袋', '订书机']"
322,"['卡片袋', '有孔文件夹', '铅笔']"
323,"['橡皮', '中性笔']"
324,['无孔文件夹']
325,"['胶带', '档案袋', '印台', '圆珠笔', '便利贴']"
326,"['手提金库', '台座系列', '水彩笔', '会议记录本', '白板笔', '文件套', '修正液', '圆珠笔', '杂志架', '活页本', 'CD包/册']"
327,"['钥匙管理', '文件套']"
328,"['铅笔', '修正带', '无线装订本', '橡皮', '便利贴']"
329,"['蜡笔', '印章箱', '计算器', '分类文件夹', '修正液', '圆珠笔', '铅笔', '无线装订本', '名片盒']"
330,"['墨水笔芯', '票据夹', '板夹']"
331,"['号码机', '铅笔', '无线装订本', '便利贴']"
332,"['无线装订本', 'CD包/册']"
333,['便利贴']
334,['无线装订本']
335,['胶带']
336,"['墨水笔芯', '公事包', '仪尺']"
337,"['削笔刀', '笔袋', '笔筒', '分类文件夹', '复写纸', '无线装订本', '软笔']"
338,['修正带']
339,['胶棒']
340,"['会议记录本', '台历架', '印台', '圆珠笔', '资料架', '中性笔']"
341,"['卡片袋', '笔袋', '仪尺', '中性笔']"
342,"['印台', '铅笔']"
343,"['拉链袋', '票据夹']"
344,['资料册']
345,"['削笔刀', '证件卡', '票夹', '水彩笔', '会议记录本', '剪刀', '铅笔', '无线装订本']"
346,"['证书系列', '圆珠笔', 'CD包/册']"
347,['笔袋']
348,"['台座系列', '印台', '中性笔']"
349,"['证书系列', '皮面本', '活页本', '票据夹', '中性笔']"
350,"['便签纸', '螺旋本', '橡皮', '中性笔']"
351,"['档案盒', '墨水笔芯', '复写纸']"
352,"['手提金库', '修正带', '软笔', '名片盒']"
353,['卡片袋']
354,"['卡片袋', '美工刀', '名片盒']"
355,"['蜡笔', '订书机', '文件套', '活页本']"
356,"['无线装订本', '中性笔']"
357,['档案盒']
358,['支票夹']
359,"['便签纸', '铅笔']"
360,"['钥匙管理', '中性笔']"
361,['中性笔']
362,"['笔袋', '会议记录本', '台笔', '中性笔']"
363,"['笔筒', '剪刀']"
364,"['档案袋', '证书系列', '印台', '复写纸', '账本账册', '皮面本', '仪尺', '板夹']"
365,"['订书机', '活页本', '橡皮', '名片盒', '中性笔']"
366,"['印台', '号码机', '剪刀', '活页本', '仪尺', '名片盒', '便利贴']"
367,"['手提金库', '相册', '会议记录本', '白板笔', '圆珠笔', '打孔器', '活页本', '资料架', '中性笔']"
368,"['便签纸', '档案袋', '电脑夹', '剪刀', '铅笔']"
369,"['电脑夹', '会议记录本', '文件柜', '支票夹', '打孔器', '活页本']"
370,['便利贴']
371,"['胶带', '圆珠笔']"
372,"['手提金库', '板夹']"
373,"['手提金库', '电脑夹']"
374,"['胶带', '台座系列', '螺旋本', '圆珠笔']"
375,"['胶棒', '铅笔']"
376,"['笔袋', '计算器', '钥匙管理', '剪刀', '铅笔', '软笔', '名片盒', '中性笔']"
377,"['胶带座', '号码机', '票据夹', '中性笔']"
378,"['胶带', '台座系列', '铅笔', '橡皮']"
379,['胶带']
380,"['台座系列', '便利贴']"
381,['胶棒']
382,['电脑夹']
383,"['便签纸', '专用印章']"
384,"['证书系列', '蜡笔', '票据装订机', '支票夹', '分类文件夹', '号码机', '荧光笔', '无碳复写票据', '名片盒']"
385,"['螺旋本', '墨水笔芯', '分类文件夹', '无碳复写票据', '票据夹', '修正带']"
386,"['水彩笔', '圆珠笔', '剪刀', '仪尺', '修正带']"
387,"['分类文件夹', '号码机', '剪刀']"
388,"['包装用品', '铅笔', '仪尺', '橡皮']"
389,['墨水笔芯']
390,"['削笔刀', '胶带座', '荧光笔', '中性笔']"
391,['电脑夹']
392,['修正带']
393,"['胶带', '剪刀', '铅笔', '修正带', '无线装订本', '便利贴']"
394,['无线装订本']
395,['钉针系列']
396,"['电脑夹', '仪尺', '中性笔']"
397,"['印章箱', '便利贴']"
398,"['台历架', '订书机', '钥匙管理', '铅笔']"
399,['中性笔']
400,"['公事包', '圆珠笔', '名片盒', '中性笔']"
401,"['台历架', '钥匙管理', '号码机']"
402,"['圆珠笔', '美工刀']"
403,"['台座系列', '电脑夹', '笔筒', '书立', '铅笔', '修正带', '钉针系列', '中性笔', '便利贴']"
404,"['圆珠笔', '铅笔', '中性笔']"
405,"['圆珠笔', '橡皮']"
406,"['白板系列', '胶带', '票夹', '票据夹']"
407,['资料架']
408,['炭笔']
409,"['印台', '便利贴']"
410,['卡片袋']
411,['胶带']
412,"['便签纸', '胶带', '文件套', '圆珠笔', '铅笔', '中性笔']"
413,"['笔袋', '荧光笔', '圆珠笔', '修正带', '橡皮']"
414,"['计算器', '墨水笔芯', '胶棒', '仪尺', '无线装订本', '中性笔']"
415,"['订书机', '号码机', '铅笔', '资料架']"
416,"['笔袋', '会议记录本', '钥匙管理', '圆珠笔', '账本账册', '活页本', '橡皮']"
417,"['电脑夹', '支票夹', '笔筒', '票据夹', '无线装订本']"
418,"['笔袋', '笔筒', '复写纸', '账本账册', '便利贴']"
419,"['档案盒', '手提金库', '订书机', '铅笔', '名片盒']"
420,['圆珠笔']
421,"['票夹', '无孔文件夹', '文件篮', '铅笔', '钉针系列', '便利贴']"
422,"['票夹', '无线装订本']"
423,['中性笔']
424,['铅笔']
425,['便签纸']
426,"['胶带', '剪刀', '活页本']"
427,['剪刀']
428,"['手提金库', '证件卡', '修正带']"
429,"['胶带', 'POP笔', '笔袋', '活页本', '无线装订本', '橡皮', '便利贴']"
430,"['笔筒', '资料册', '中性笔']"
431,"['修正液', '无线装订本']"
432,"['胶带', '无线装订本']"
433,"['圆珠笔', '铅笔', '橡皮']"
434,['票据夹']
435,"['胶带', '卡片袋']"
436,['印章箱']
437,"['笔袋', '水彩笔', '支票夹', '用友耗材']"
438,"['胶带', '卡片袋']"
439,"['胶带', '号码机', '荧光笔', '圆珠笔', '剪刀', '无线装订本']"
440,"['相册', '文件柜', '资料册', '无线装订本']"
441,"['档案盒', '电脑夹', '钥匙管理', '文件套', '胶棒', '资料册', '圆珠笔', '铅笔', '中性笔']"
442,"['便签纸', '胶带', '卡片袋', '修正液', '铅笔']"
443,"['档案盒', '荧光笔', '圆珠笔', '活页本', '无线装订本', '橡皮']"
444,['无线装订本']
445,"['电脑夹', '钥匙管理']"
446,"['胶带', '档案袋', '铅笔']"
447,"['档案盒', '支票夹', '墨水笔芯', '文件套', '圆珠笔', '账本账册', '铅笔', '修正带', '中性笔']"
448,"['卡片袋', '钥匙管理', '号码机', '胶棒', '无线装订本']"
449,"['计算器', '炭笔', '圆珠笔', '仪尺', '板夹']"
450,"['档案盒', '圆珠笔', '铅笔', '活页本', '毛笔']"
451,"['便签纸', '胶带', '证书系列', '中性笔']"
452,"['钥匙管理', '炭笔', '账本账册']"
453,"['手提金库', '笔筒', '炭笔', '打孔器', '票据夹', '资料架', '中性笔']"
454,"['会议记录本', '支票夹', '圆珠笔', '杂志架', '铅笔', '仪尺', '名片盒', '便利贴']"
455,"['胶带', '票据装订机', '修正液']"
456,"['胶带', '胶带座', '分类文件夹', '圆珠笔', '打孔器', '橡皮', '中性笔']"
457,"['胶带', '拍纸本']"
458,"['铅笔', '便利贴']"
460,['CD包/册']
461,['电脑夹']
462,"['便签纸', '专用印章']"
463,"['档案盒', '活页本']"
464,"['软笔', '中性笔']"
465,"['印台', '剪刀', '铅笔', '资料架']"
466,"['会议记录本', '印台', '支票夹', '钥匙管理', '铅笔', '活页本', '仪尺', '钢笔']"
467,"['水彩笔', '圆珠笔', '中性笔']"
468,"['印台', '图纸夹', '活页本', '挂劳夹', '无线装订本']"
469,"['胶棒', '铅笔', '中性笔']"
470,"['印台', '文件套']"
471,"['圆珠笔', '票据夹']"
472,"['胶带', '修正带']"
473,"['证书系列', '钥匙管理', '荧光笔', '剪刀', '账本账册', '铅笔', '中性笔']"
474,['胶带']
475,"['订书机', '圆珠笔', '名片盒']"
476,"['卡片袋', '会议记录本', '墨水笔芯', '无碳复写票据', '中性笔']"
477,"['笔袋', '墨水笔芯', '圆珠笔']"
478,['修正带']
479,"['水彩笔', '笔筒', '无线装订本', '中性笔']"
480,['炭笔']
481,"['胶带', '剪刀']"
482,"['台座系列', '印章箱', '电脑夹', '水彩笔', '会议记录本', '文件柜', '计算器', '书立', '复写纸', '钉针系列', '名片盒', '板夹', '中性笔']"
483,"['印台', '无线装订本']"
484,"['档案盒', '订书机', '凭证单据', '修正液', '号码机', '铅笔', '活页本', '仪尺']"
485,['便签纸']
486,"['便签纸', '胶带', '号码机']"
487,"['胶带', '螺旋本', '分类文件夹', '公事包', '圆珠笔', '无线装订本']"
488,"['蜡笔', '文件柜']"
489,"['胶带', '圆珠笔', '打孔器', '用友耗材']"
490,"['削笔刀', '铅笔', '无线装订本']"
491,"['有孔文件夹', '计算器', '切纸刀']"
492,['资料架']
493,"['档案袋', '票据夹', '修正带', '无线装订本']"
494,"['电脑夹', '水彩笔', '中性笔']"
495,"['剪刀', '美工刀', '铅笔']"
496,['便签纸']
497,['便签纸']
498,"['笔袋', '圆珠笔', '无线装订本']"
499,"['支票夹', '钥匙管理', '圆珠笔', '账本账册']"
500,"['圆珠笔', '修正带']"
501,"['白板笔', '胶水']"
502,"['胶带', '文件柜', '中性笔']"
503,"['复写纸', '修正带', '胶水']"
504,"['便签纸', '无线装订本', '毛笔']"
505,"['蜡笔', '电脑夹', '笔筒', '复写纸', '铅笔', '橡皮']"
506,"['便签纸', '胶带', '水彩笔', '胶带座', '笔筒', '修正液', '活页本', '无线装订本', '报刊架', '板夹']"
507,"['修正液', '无线装订本']"
508,"['会议记录本', '中性笔']"
509,"['胶带', '圆珠笔', '橡皮', '便利贴']"
510,"['档案袋', '板夹']"
511,"['档案袋', '钥匙管理', '毛笔']"
512,"['胶带', '蜡笔', '电脑夹', '美工刀', '活页本', '修正带', '橡皮']"
513,['订书机']
514,"['电脑夹', '白板笔', '钥匙管理']"
515,['无线装订本']
516,['中性笔']
517,['便签纸']
518,"['档案盒', '手提金库', '相册', '印章箱', '电脑夹', '台历架', '财务计算器', '切纸刀', '号码机', '胶棒', '资料册', '打孔器', '账本账册', '无线装订本', '中性笔']"
519,"['圆珠笔', '便利贴']"
520,"['胶带', '文件篮', '便利贴']"
522,"['胶带', '蜡笔']"
523,"['手提金库', '台座系列', '笔袋', '笔筒', '钥匙管理', '圆珠笔', '毛笔']"
524,"['墨水笔芯', '圆珠笔', '铅笔', '活页本', '中性笔']"
